"","sent_pair_id","verb_id","verb","classification","frequency_rank","recipient_id","DOsentence","PDsentence","DO_score1","PD_score1","diff1","DO_score2","PD_score2","diff2","DO_score3","PD_score3","diff3","DO_score4","PD_score4","diff4","DO_score5","PD_score5","diff5","DO_avg","PD_avg","diff_avg","DO_score_gpt2","PD_score_gpt2","diff_gpt2","DO_score_gpt2_med","PD_score_gpt2_med","diff_gpt2_med","DO_score_gpt2_large","PD_score_gpt2_large","diff_gpt2_large","DO_score_gpt2_xl","PD_score_gpt2_xl","diff_gpt2_xl"
"86",86,185,"ceded","alternating",85,"shortIndefinite","Michael ceded a man a case.","Michael ceded a case to a man.",-6.28520441055298,-5.54437971115112,0.740824699401855,-7.05359125137329,-5.97870016098022,1.07489109039307,-6.69712829589844,-5.27572631835938,1.42140197753906,-6.79147005081177,-5.19716167449951,1.59430837631226,-7.12440824508667,-5.7137279510498,1.41068029403687,-6.79036045074463,-5.54193916320801,1.24842128753662,-5.97907781600952,-4.57454395294189,1.40453386306763,-6.58853387832642,-5.20803022384644,1.38050365447998,-6.58853387832642,-5.20803022384644,1.38050365447998,-6.58853387832642,-5.20803022384644,1.38050365447998
"87",87,187,"lugged","alternating",87,"longIndefinite","Mary lugged a woman from work some groceries.","Mary lugged some groceries to a woman from work.",-6.04646444320679,-5.09776401519775,0.948700428009033,-6.27610206604004,-5.17731332778931,1.09878873825073,-6.76732444763184,-5.37894725799561,1.38837718963623,-6.46744060516357,-5.1964225769043,1.27101802825928,-6.42429447174072,-5.07110071182251,1.35319375991821,-6.39632520675659,-5.18430957794189,1.2120156288147,-6.15840291976929,-4.96900033950806,1.18940258026123,-6.59957838058472,-5.27775812149048,1.32182025909424,-6.59957838058472,-5.27775812149048,1.32182025909424,-6.59957838058472,-5.27775812149048,1.32182025909424
"88",88,187,"lugged","alternating",87,"shortIndefinite","Mary lugged a woman some groceries.","Mary lugged some groceries to a woman.",-5.84151792526245,-4.98330593109131,0.858211994171143,-6.44459438323975,-5.25615215301514,1.18844223022461,-6.95738315582275,-5.75033235549927,1.20705080032349,-6.33175611495972,-5.35917472839355,0.972581386566162,-6.11424160003662,-5.45670700073242,0.657534599304199,-6.33789863586426,-5.36113443374634,0.97676420211792,-5.92071485519409,-5.25580883026123,0.664906024932861,-6.15888214111328,-5.52210092544556,0.636781215667725,-6.15888214111328,-5.52210092544556,0.636781215667725,-6.15888214111328,-5.52210092544556,0.636781215667725
"89",89,189,"bused","alternating",89,"longIndefinite","Linda bused a team from work some instruments.","Linda bused some instruments to a team from work.",-7.56869745254517,-6.93254518508911,0.636152267456055,-7.56161499023438,-6.5414776802063,1.02013731002808,-7.65153789520264,-6.78094625473022,0.870591640472412,-7.52816486358643,-6.92944955825806,0.598715305328369,-7.44212818145752,-6.17540121078491,1.26672697067261,-7.55042867660522,-6.67196397781372,0.878464698791504,-6.99971008300781,-6.27296304702759,0.726747035980225,-6.99531078338623,-6.26828813552856,0.727022647857666,-6.99531078338623,-6.26828813552856,0.727022647857666,-6.99531078338623,-6.26828813552856,0.727022647857666
"90",90,189,"bused","alternating",89,"shortIndefinite","Mary bused a team some instruments.","Mary bused some instruments to a team.",-7.32464218139648,-6.56113433837891,0.763507843017578,-7.44434881210327,-6.34299850463867,1.1013503074646,-8.29137229919434,-7.31208181381226,0.97929048538208,-7.42159795761108,-6.94574499130249,0.475852966308594,-7.61336088180542,-6.97623348236084,0.63712739944458,-7.61906442642212,-6.82763862609863,0.791425800323486,-7.36332273483276,-6.45657825469971,0.906744480133057,-7.20822763442993,-6.52099752426147,0.687230110168457,-7.20822763442993,-6.52099752426147,0.687230110168457,-7.20822763442993,-6.52099752426147,0.687230110168457
"91",91,191,"carted","alternating",91,"longIndefinite","Bob carted a team from work some books.","Bob carted some books to a team from work.",-6.92083835601807,-5.97665119171143,0.944187164306641,-6.78345489501953,-5.55589723587036,1.22755765914917,-6.47828435897827,-5.49407720565796,0.984207153320312,-7.24176359176636,-6.23643016815186,1.0053334236145,-7.24036836624146,-5.6116418838501,1.62872648239136,-6.93294191360474,-5.77493953704834,1.1580023765564,-6.30201101303101,-5.21580839157104,1.08620262145996,-6.92951011657715,-5.86532783508301,1.06418228149414,-6.92951011657715,-5.86532783508301,1.06418228149414,-6.92951011657715,-5.86532783508301,1.06418228149414
"92",92,191,"carted","alternating",91,"shortIndefinite","Maria carted a team some books.","Maria carted some books to a team.",-8.12503147125244,-6.75352239608765,1.37150907516479,-7.65574312210083,-6.4262547492981,1.22948837280273,-7.40068578720093,-6.19325828552246,1.20742750167847,-8.35391330718994,-6.87366962432861,1.48024368286133,-7.81149387359619,-6.65164470672607,1.15984916687012,-7.86937351226807,-6.57966995239258,1.28970355987549,-6.60255670547485,-5.65702438354492,0.945532321929932,-6.57001543045044,-5.69501829147339,0.874997138977051,-6.57001543045044,-5.69501829147339,0.874997138977051,-6.57001543045044,-5.69501829147339,0.874997138977051
"93",93,193,"punted","alternating",93,"longIndefinite","Maria punted a woman who was wearing a hat a ball.","Maria punted a ball to a woman who was wearing a hat.",-4.65852212905884,-3.54729890823364,1.1112232208252,-5.34448766708374,-4.03035497665405,1.31413269042969,-4.22049188613892,-3.61378955841064,0.606702327728271,-4.91129779815674,-4.08608293533325,0.825214862823486,-4.56078004837036,-3.87209677696228,0.688683271408081,-4.73911590576172,-3.82992463111877,0.909191274642944,-4.61156606674194,-3.5601544380188,1.05141162872314,-5.39259147644043,-4.00676822662354,1.38582324981689,-5.39259147644043,-4.00676822662354,1.38582324981689,-5.39259147644043,-4.00676822662354,1.38582324981689
"94",94,193,"punted","alternating",93,"shortIndefinite","John punted a woman a ball.","John punted a ball to a woman.",-5.32099485397339,-4.19743204116821,1.12356281280518,-5.92570495605469,-4.79410552978516,1.13159942626953,-6.02660703659058,-5.18936920166016,0.83723783493042,-6.22288370132446,-4.89741611480713,1.32546758651733,-6.01064300537109,-5.14997673034668,0.860666275024414,-5.90136671066284,-4.84565992355347,1.05570678710938,-5.45127058029175,-4.36490345001221,1.08636713027954,-6.8775634765625,-5.02984237670898,1.84772109985352,-6.8775634765625,-5.02984237670898,1.84772109985352,-6.8775634765625,-5.02984237670898,1.84772109985352
"95",95,195,"bequeathed","alternating",95,"longIndefinite","John bequeathed a man wearing a hat a portrait.","John bequeathed a portrait to a man wearing a hat.",-4.81558275222778,-3.88459920883179,0.930983543395996,-5.20133686065674,-4.03504610061646,1.16629076004028,-5.12349462509155,-3.82287454605103,1.30062007904053,-4.93491172790527,-4.18413591384888,0.750775814056396,-4.74645328521729,-3.80071640014648,0.945736885070801,-4.96435585021973,-3.94547443389893,1.0188814163208,-4.80683374404907,-3.56944108009338,1.23739266395569,-4.64745950698853,-3.81770181655884,0.829757690429688,-4.64745950698853,-3.81770181655884,0.829757690429688,-4.64745950698853,-3.81770181655884,0.829757690429688
"96",96,195,"bequeathed","alternating",95,"shortIndefinite","Linda bequeathed a man a portrait.","Linda bequeathed a portrait to a man.",-5.50481033325195,-5.09222841262817,0.412581920623779,-5.12399291992188,-4.3502459526062,0.773746967315674,-5.58954811096191,-4.78316020965576,0.806387901306152,-5.65092086791992,-5.07781648635864,0.573104381561279,-5.20559167861938,-4.94676780700684,0.258823871612549,-5.41497278213501,-4.85004377365112,0.564929008483887,-5.13035583496094,-4.41786003112793,0.712495803833008,-4.58254528045654,-4.33166980743408,0.250875473022461,-4.58254528045654,-4.33166980743408,0.250875473022461,-4.58254528045654,-4.33166980743408,0.250875473022461
"97",97,197,"cabled","alternating",97,"longIndefinite","Alice cabled a man from work some directions.","Alice cabled some directions to a man from work.",-6.45576238632202,-5.55983304977417,0.895929336547852,-6.89457654953003,-5.46215391159058,1.43242263793945,-6.5794038772583,-5.58468723297119,0.994716644287109,-6.7338809967041,-5.89055347442627,0.843327522277832,-7.17515325546265,-5.82354736328125,1.3516058921814,-6.76775541305542,-5.66415500640869,1.10360040664673,-5.87208890914917,-5.18220615386963,0.689882755279541,-5.55706548690796,-5.09131813049316,0.465747356414795,-5.55706548690796,-5.09131813049316,0.465747356414795,-5.55706548690796,-5.09131813049316,0.465747356414795
"98",98,197,"cabled","alternating",97,"shortIndefinite","Bob cabled a man some directions.","Bob cabled some directions to a man.",-6.53284215927124,-5.51117944717407,1.02166271209717,-6.34257125854492,-5.30540561676025,1.03716564178467,-6.96948671340942,-5.9796667098999,0.989820003509521,-7.77227163314819,-5.8586893081665,1.91358232498169,-7.16046905517578,-6.05302381515503,1.10744524002075,-6.95552816390991,-5.74159297943115,1.21393518447876,-5.95778512954712,-5.38040256500244,0.577382564544678,-6.24538135528564,-5.75310230255127,0.492279052734375,-6.24538135528564,-5.75310230255127,0.492279052734375,-6.24538135528564,-5.75310230255127,0.492279052734375
"99",99,199,"catapulted","alternating",99,"longIndefinite","Michael catapulted a man who was wearing a hat a container.","Michael catapulted a container to a man who was wearing a hat.",-5.3793568611145,-4.44607877731323,0.93327808380127,-5.0661449432373,-4.20077323913574,0.865371704101562,-5.47415685653687,-4.56326341629028,0.910893440246582,-5.43306398391724,-4.60826778411865,0.824796199798584,-4.95150947570801,-4.32562112808228,0.625888347625732,-5.26084642410278,-4.42880086898804,0.832045555114746,-5.21235990524292,-4.52541160583496,0.686948299407959,-5.56660461425781,-5.02836132049561,0.538243293762207,-5.56660461425781,-5.02836132049561,0.538243293762207,-5.56660461425781,-5.02836132049561,0.538243293762207
"100",100,199,"catapulted","alternating",99,"shortIndefinite","Alice catapulted a woman a container.","Alice catapulted a container to a woman.",-6.37489748001099,-5.26465845108032,1.11023902893066,-6.85638523101807,-5.77763938903809,1.07874584197998,-7.04650259017944,-5.8640308380127,1.18247175216675,-6.97623825073242,-5.39941453933716,1.57682371139526,-6.37839031219482,-5.44468402862549,0.933706283569336,-6.72648277282715,-5.55008544921875,1.1763973236084,-6.42616939544678,-5.42516851425171,1.00100088119507,-7.22648477554321,-6.36718368530273,0.859301090240479,-7.22648477554321,-6.36718368530273,0.859301090240479,-7.22648477554321,-6.36718368530273,0.859301090240479
"101",101,1,"said","non-alternating",1,"longIndefinite","John said a woman from work a word.","John said a word to a woman from work.",-6.05220508575439,-4.88803005218506,1.16417503356934,-6.40309000015259,-4.47744846343994,1.92564153671265,-6.1298999786377,-4.15420579910278,1.97569417953491,-6.29248189926147,-4.91731214523315,1.37516975402832,-5.90292549133301,-4.38395881652832,1.51896667480469,-6.15612049102783,-4.56419105529785,1.59192943572998,-6.124924659729,-4.55141353607178,1.57351112365723,-6.20612382888794,-4.44652271270752,1.75960111618042,-6.20612382888794,-4.44652271270752,1.75960111618042,-6.20612382888794,-4.44652271270752,1.75960111618042
"102",102,1,"said","non-alternating",1,"shortIndefinite","Michael said a man a word.","Michael said a word to a man.",-6.20771837234497,-4.8832688331604,1.32444953918457,-6.472571849823,-4.49958372116089,1.97298812866211,-6.3043098449707,-4.64416933059692,1.66014051437378,-6.48368978500366,-4.92672634124756,1.5569634437561,-6.2319598197937,-4.73229742050171,1.49966239929199,-6.34004993438721,-4.7372091293335,1.60284080505371,-6.45210409164429,-4.50000429153442,1.95209980010986,-6.51295471191406,-4.44723272323608,2.06572198867798,-6.51295471191406,-4.44723272323608,2.06572198867798,-6.51295471191406,-4.44723272323608,2.06572198867798
"103",103,3,"reported","non-alternating",3,"longIndefinite","Michael reported a man who was from work some numbers.","Michael reported some numbers to a man who was from work.",-6.67286920547485,-5.5762939453125,1.09657526016235,-6.65967559814453,-5.09466981887817,1.56500577926636,-6.65307855606079,-5.25814533233643,1.39493322372437,-7.0268874168396,-5.59835624694824,1.42853116989136,-6.59882068634033,-5.1815333366394,1.41728734970093,-6.72226629257202,-5.34179973602295,1.38046655654907,-6.39004802703857,-5.35151958465576,1.03852844238281,-6.93448734283447,-5.18024110794067,1.7542462348938,-6.93448734283447,-5.18024110794067,1.7542462348938,-6.93448734283447,-5.18024110794067,1.7542462348938
"104",104,3,"reported","non-alternating",3,"shortIndefinite","John reported a woman some numbers.","John reported some numbers to a woman.",-7.99086904525757,-6.08582639694214,1.90504264831543,-7.29599952697754,-5.54855442047119,1.74744510650635,-8.41606998443604,-6.11072015762329,2.30534982681274,-7.90759325027466,-6.08156204223633,1.82603120803833,-7.58500671386719,-6.31443548202515,1.27057123184204,-7.8391077041626,-6.02821969985962,1.81088800430298,-7.13718795776367,-5.89374113082886,1.24344682693481,-7.93008756637573,-5.7378568649292,2.19223070144653,-7.93008756637573,-5.7378568649292,2.19223070144653,-7.93008756637573,-5.7378568649292,2.19223070144653
"105",105,5,"raised","non-alternating",5,"longIndefinite","Alice raised a man from work a bucket.","Alice raised a bucket to a man from work.",-5.90603542327881,-5.22629880905151,0.679736614227295,-6.71720695495605,-5.64931535720825,1.0678915977478,-6.63472509384155,-5.51489782333374,1.11982727050781,-6.07271480560303,-5.32554483413696,0.747169971466064,-6.37653255462646,-4.88542127609253,1.49111127853394,-6.34144296646118,-5.3202956199646,1.02114734649658,-6.10672855377197,-5.21242952346802,0.894299030303955,-6.5117654800415,-5.83499717712402,0.67676830291748,-6.5117654800415,-5.83499717712402,0.67676830291748,-6.5117654800415,-5.83499717712402,0.67676830291748
"106",106,5,"raised","non-alternating",5,"shortIndefinite","Maria raised a man a bucket.","Maria raised a bucket to a man.",-7.04829263687134,-5.54617643356323,1.50211620330811,-7.06040239334106,-5.84264850616455,1.21775388717651,-7.1258749961853,-6.27378416061401,0.852090835571289,-6.37934684753418,-5.59941053390503,0.77993631362915,-6.17637395858765,-5.01822137832642,1.15815258026123,-6.75805816650391,-5.65604820251465,1.10200996398926,-6.26501083374023,-5.26137495040894,1.0036358833313,-6.45165824890137,-5.33313655853271,1.11852169036865,-6.45165824890137,-5.33313655853271,1.11852169036865,-6.45165824890137,-5.33313655853271,1.11852169036865
"107",107,7,"described","non-alternating",7,"longIndefinite","Mary described a man wearing a hat a headline.","Mary described a headline to a man wearing a hat.",-6.20719242095947,-5.20699501037598,1.0001974105835,-5.61626195907593,-5.16908931732178,0.44717264175415,-5.74366664886475,-5.55386161804199,0.189805030822754,-5.57361888885498,-5.14589309692383,0.427725791931152,-5.41460657119751,-5.68399286270142,-0.269386291503906,-5.71106929779053,-5.351966381073,0.359102916717529,-5.77888488769531,-5.20392608642578,0.574958801269531,-5.58655977249146,-5.43223142623901,0.154328346252441,-5.58655977249146,-5.43223142623901,0.154328346252441,-5.58655977249146,-5.43223142623901,0.154328346252441
"108",108,7,"described","non-alternating",7,"shortIndefinite","Alice described a woman a headline.","Alice described a headline to a woman.",-6.98463869094849,-5.71889448165894,1.26574420928955,-7.19261741638184,-6.09898900985718,1.09362840652466,-6.75092697143555,-6.07389831542969,0.677028656005859,-7.43689966201782,-6.65462875366211,0.782270908355713,-6.69411611557007,-6.26550340652466,0.42861270904541,-7.01183977127075,-6.16238279342651,0.849456977844238,-6.81158447265625,-5.99850511550903,0.813079357147217,-7.09086608886719,-5.93762540817261,1.15324068069458,-7.09086608886719,-5.93762540817261,1.15324068069458,-7.09086608886719,-5.93762540817261,1.15324068069458
"109",109,9,"stated","non-alternating",9,"longIndefinite","Mary stated a woman wearing a hat an idea.","Mary stated an idea to a woman wearing a hat.",-5.97009658813477,-4.73084354400635,1.23925304412842,-5.91699171066284,-5.16508769989014,0.751904010772705,-5.8284478187561,-4.71055698394775,1.11789083480835,-6.22250461578369,-5.17407417297363,1.04843044281006,-6.54489135742188,-5.09037303924561,1.45451831817627,-6.09658641815186,-4.9741870880127,1.12239933013916,-5.93463659286499,-4.80307483673096,1.13156175613403,-5.94655656814575,-4.87238502502441,1.07417154312134,-5.94655656814575,-4.87238502502441,1.07417154312134,-5.94655656814575,-4.87238502502441,1.07417154312134
"110",110,9,"stated","non-alternating",9,"shortIndefinite","Bob stated a woman an idea.","Bob stated an idea to a woman.",-6.87220764160156,-5.28611707687378,1.58609056472778,-6.95838403701782,-5.57983732223511,1.37854671478271,-6.15695428848267,-4.85954523086548,1.29740905761719,-7.2593035697937,-5.89533710479736,1.36396646499634,-6.75239944458008,-4.88345623016357,1.8689432144165,-6.79984979629517,-5.30085859298706,1.49899120330811,-6.91278839111328,-5.51946973800659,1.39331865310669,-7.12081384658813,-5.41029834747314,1.71051549911499,-7.12081384658813,-5.41029834747314,1.71051549911499,-7.12081384658813,-5.41029834747314,1.71051549911499
"111",111,11,"presented","non-alternating",11,"longIndefinite","Juan presented a woman from work a painting.","Juan presented a painting to a woman from work.",-6.36037826538086,-5.52093362808228,0.839444637298584,-6.81154203414917,-6.03855895996094,0.772983074188232,-6.62810897827148,-5.87795972824097,0.750149250030518,-7.70139122009277,-6.35976409912109,1.34162712097168,-6.71721744537354,-5.66887187957764,1.0483455657959,-6.84372758865356,-5.89321765899658,0.950509929656982,-6.34672451019287,-5.50718212127686,0.839542388916016,-5.95545148849487,-5.29986476898193,0.655586719512939,-5.95545148849487,-5.29986476898193,0.655586719512939,-5.95545148849487,-5.29986476898193,0.655586719512939
"112",112,11,"presented","non-alternating",11,"shortIndefinite","Alice presented a man a painting.","Alice presented a painting to a man.",-5.36975145339966,-4.43374395370483,0.936007499694824,-6.25690126419067,-4.82048797607422,1.43641328811646,-5.53622817993164,-4.58704996109009,0.949178218841553,-5.28077697753906,-4.66829681396484,0.612480163574219,-5.79693841934204,-4.84296178817749,0.953976631164551,-5.64811925888062,-4.6705080986023,0.97761116027832,-5.31396770477295,-4.65216302871704,0.661804676055908,-5.48565864562988,-4.83532953262329,0.650329113006592,-5.48565864562988,-4.83532953262329,0.650329113006592,-5.48565864562988,-4.83532953262329,0.650329113006592
"113",113,13,"addressed","non-alternating",13,"longIndefinite","Bob addressed a man wearing a hat a message.","Bob addressed a message to a man wearing a hat.",-5.42573881149292,-4.33388805389404,1.09185075759888,-5.55252695083618,-4.3764967918396,1.17603015899658,-5.7121376991272,-4.20454120635986,1.50759649276733,-5.16793203353882,-3.90227556228638,1.26565647125244,-5.47115087509155,-4.18124389648438,1.28990697860718,-5.46589727401733,-4.19968910217285,1.26620817184448,-5.54122829437256,-4.35805606842041,1.18317222595215,-5.60306310653687,-4.87470149993896,0.7283616065979,-5.60306310653687,-4.87470149993896,0.7283616065979,-5.60306310653687,-4.87470149993896,0.7283616065979
"114",114,13,"addressed","non-alternating",13,"shortIndefinite","Alice addressed a woman a message.","Alice addressed a message to a woman.",-5.94726324081421,-4.96591234207153,0.981350898742676,-6.92296075820923,-5.08944702148438,1.83351373672485,-5.62384033203125,-4.88074970245361,0.743090629577637,-5.7420859336853,-4.60979223251343,1.13229370117188,-6.1089973449707,-4.71010303497314,1.39889430999756,-6.06902952194214,-4.85120086669922,1.21782865524292,-5.67615652084351,-4.80443429946899,0.871722221374512,-6.72888326644897,-5.12004995346069,1.60883331298828,-6.72888326644897,-5.12004995346069,1.60883331298828,-6.72888326644897,-5.12004995346069,1.60883331298828
"115",115,15,"admitted","non-alternating",15,"longIndefinite","Alice admitted a man who was wearing a hat a slip-up.","Alice admitted a slip-up to a man who was wearing a hat.",-4.57465076446533,-3.81371998786926,0.760930776596069,-4.96084833145142,-3.83885264396667,1.12199568748474,-4.89539432525635,-3.79739546775818,1.09799885749817,-4.81158399581909,-3.95193433761597,0.859649658203125,-4.61069583892822,-3.68254041671753,0.928155422210693,-4.77063465118408,-3.81688857078552,0.95374608039856,-4.7514443397522,-4.01793146133423,0.733512878417969,-4.84497928619385,-4.07875347137451,0.766225814819336,-4.84497928619385,-4.07875347137451,0.766225814819336,-4.84497928619385,-4.07875347137451,0.766225814819336
"116",116,15,"admitted","non-alternating",15,"shortIndefinite","Alice admitted a woman a slip-up.","Alice admitted a slip-up to a woman.",-5.81157445907593,-4.6328501701355,1.17872428894043,-6.4336953163147,-5.02299642562866,1.41069889068604,-5.85757493972778,-4.91287279129028,0.9447021484375,-6.01323175430298,-4.95085430145264,1.06237745285034,-4.92838001251221,-4.45481395721436,0.473566055297852,-5.80889129638672,-4.79487752914429,1.01401376724243,-5.41415071487427,-4.76415967941284,0.649991035461426,-5.9935827255249,-4.96636486053467,1.02721786499023,-5.9935827255249,-4.96636486053467,1.02721786499023,-5.9935827255249,-4.96636486053467,1.02721786499023
"117",117,17,"announced","non-alternating",17,"longIndefinite","Bob announced a woman who was from work some new results.","Bob announced some new results to a woman who was from work.",-6.46042585372925,-5.42701864242554,1.03340721130371,-6.96877431869507,-5.30692338943481,1.66185092926025,-6.63979482650757,-5.34537267684937,1.2944221496582,-6.86672067642212,-5.60603713989258,1.26068353652954,-7.21077251434326,-5.21577596664429,1.99499654769897,-6.82929763793945,-5.38022556304932,1.44907207489014,-6.21526145935059,-5.38559341430664,0.829668045043945,-6.58101081848145,-5.55266332626343,1.02834749221802,-6.58101081848145,-5.55266332626343,1.02834749221802,-6.58101081848145,-5.55266332626343,1.02834749221802
"118",118,17,"announced","non-alternating",17,"shortIndefinite","Maria announced a man some new results.","Maria announced some new results to a man.",-7.7551474571228,-6.84515047073364,0.90999698638916,-7.88181304931641,-6.25346374511719,1.62834930419922,-7.87463331222534,-6.27556800842285,1.59906530380249,-7.79468536376953,-6.56216335296631,1.23252201080322,-7.53414487838745,-6.30734872817993,1.22679615020752,-7.76808481216431,-6.44873886108398,1.31934595108032,-7.16098785400391,-5.87434864044189,1.28663921356201,-7.61715316772461,-6.38605690002441,1.2310962677002,-7.61715316772461,-6.38605690002441,1.2310962677002,-7.61715316772461,-6.38605690002441,1.2310962677002
"119",119,19,"expressed","non-alternating",19,"longIndefinite","Juan expressed a man who was wearing a hat a thought.","Juan expressed a thought to a man who was wearing a hat.",-6.29787826538086,-4.6697416305542,1.62813663482666,-6.45343542098999,-4.526939868927,1.92649555206299,-6.22283172607422,-4.41947460174561,1.80335712432861,-6.39757490158081,-4.74911880493164,1.64845609664917,-6.10438966751099,-4.13233613967896,1.97205352783203,-6.29522199630737,-4.49952220916748,1.79569978713989,-5.61613893508911,-4.28371095657349,1.33242797851562,-5.90307855606079,-4.33985090255737,1.56322765350342,-5.90307855606079,-4.33985090255737,1.56322765350342,-5.90307855606079,-4.33985090255737,1.56322765350342
"120",120,19,"expressed","non-alternating",19,"shortIndefinite","Michael expressed a woman a thought.","Michael expressed a thought to a woman.",-7.64525270462036,-5.87429761886597,1.77095508575439,-6.96932077407837,-4.84678745269775,2.12253332138062,-7.10212755203247,-5.40307378768921,1.69905376434326,-7.26095533370972,-5.51214456558228,1.74881076812744,-6.94634485244751,-4.90637350082397,2.03997135162354,-7.18480024337769,-5.30853538513184,1.87626485824585,-6.98987340927124,-5.08314085006714,1.9067325592041,-7.5017032623291,-5.4066367149353,2.0950665473938,-7.5017032623291,-5.4066367149353,2.0950665473938,-7.5017032623291,-5.4066367149353,2.0950665473938
"121",121,21,"contributed","non-alternating",21,"longIndefinite","Michael contributed a woman who was from work some food.","Michael contributed some food to a woman who was from work.",-6.91369533538818,-5.06824016571045,1.84545516967773,-7.85634231567383,-5.83078765869141,2.02555465698242,-7.18114709854126,-5.72613191604614,1.45501518249512,-7.56283187866211,-6.3944034576416,1.16842842102051,-7.28304958343506,-5.89900398254395,1.38404560089111,-7.35941324234009,-5.78371343612671,1.57569980621338,-7.03401470184326,-5.32420301437378,1.70981168746948,-6.85544872283936,-5.43356704711914,1.42188167572021,-6.85544872283936,-5.43356704711914,1.42188167572021,-6.85544872283936,-5.43356704711914,1.42188167572021
"122",122,21,"contributed","non-alternating",21,"shortIndefinite","Maria contributed a man some food.","Maria contributed some food to a man.",-8.03306674957275,-5.53382873535156,2.49923801422119,-9.27768325805664,-7.60900115966797,1.66868209838867,-8.47539806365967,-6.33885669708252,2.13654136657715,-8.40140914916992,-6.63597965240479,1.76542949676514,-7.73065185546875,-7.07513427734375,0.655517578125,-8.38364181518555,-6.63856010437012,1.74508171081543,-7.64676713943481,-5.50321674346924,2.14355039596558,-6.63264608383179,-5.73756408691406,0.895081996917725,-6.63264608383179,-5.73756408691406,0.895081996917725,-6.63264608383179,-5.73756408691406,0.895081996917725
"123",123,23,"recommended","non-alternating",23,"longIndefinite","Bob recommended a woman wearing a hat a band.","Bob recommended a band to a woman wearing a hat.",-5.80962419509888,-4.64271068572998,1.1669135093689,-6.03451871871948,-4.56956720352173,1.46495151519775,-6.36705112457275,-4.96209287643433,1.40495824813843,-5.94489479064941,-5.09805297851562,0.846841812133789,-5.49952602386475,-4.71887302398682,0.78065299987793,-5.93112297058105,-4.79825935363769,1.13286361694336,-6.08832406997681,-5.12416744232178,0.964156627655029,-6.36324644088745,-5.26403999328613,1.09920644760132,-6.36324644088745,-5.26403999328613,1.09920644760132,-6.36324644088745,-5.26403999328613,1.09920644760132
"124",124,23,"recommended","non-alternating",23,"shortIndefinite","Maria recommended a woman a band.","Maria recommended a band to a woman.",-7.73395156860352,-6.20479488372803,1.52915668487549,-6.80687093734741,-5.86805009841919,0.938820838928223,-7.48618078231812,-5.96866369247437,1.51751708984375,-7.9474949836731,-6.66649770736694,1.28099727630615,-6.19470453262329,-5.5105242729187,0.68418025970459,-7.23384056091309,-6.04370613098145,1.19013442993164,-6.67674493789673,-5.70267868041992,0.974066257476807,-7.14762496948242,-5.784423828125,1.36320114135742,-7.14762496948242,-5.784423828125,1.36320114135742,-7.14762496948242,-5.784423828125,1.36320114135742
"125",125,25,"repeated","non-alternating",25,"longIndefinite","Michael repeated a man wearing a hat some words.","Michael repeated some words to a man wearing a hat.",-6.05410575866699,-4.64589214324951,1.40821361541748,-6.50173091888428,-4.52185487747192,1.97987604141235,-6.72523736953735,-4.408531665802,2.31670570373535,-6.71137619018555,-4.89558553695679,1.81579065322876,-6.64854288101196,-4.96944999694824,1.67909288406372,-6.52819862365723,-4.68826284408569,1.83993577957153,-6.43583726882935,-4.43546295166016,2.00037431716919,-6.61173152923584,-4.5305757522583,2.08115577697754,-6.61173152923584,-4.5305757522583,2.08115577697754,-6.61173152923584,-4.5305757522583,2.08115577697754
"126",126,25,"repeated","non-alternating",25,"shortIndefinite","Alice repeated a woman some words.","Alice repeated some words to a woman.",-6.50491571426392,-4.98346662521362,1.52144908905029,-7.48088216781616,-5.52856397628784,1.95231819152832,-6.57144546508789,-4.72035980224609,1.8510856628418,-7.22201204299927,-5.71438932418823,1.50762271881104,-7.53931045532227,-5.59713506698608,1.94217538833618,-7.0637131690979,-5.30878295898438,1.75493021011353,-6.39962530136108,-4.84080266952515,1.55882263183594,-7.00749015808105,-5.26753520965576,1.73995494842529,-7.00749015808105,-5.26753520965576,1.73995494842529,-7.00749015808105,-5.26753520965576,1.73995494842529
"127",127,27,"proposed","non-alternating",27,"longIndefinite","John proposed a woman from work an idea.","John proposed an idea to a woman from work.",-6.6302752494812,-5.10610437393188,1.52417087554932,-6.43873834609985,-5.53128623962402,0.90745210647583,-6.52713298797607,-5.20918798446655,1.31794500350952,-6.85616636276245,-5.51817321777344,1.33799314498901,-6.61086463928223,-5.25602912902832,1.35483551025391,-6.61263551712036,-5.32415618896484,1.28847932815552,-5.96790409088135,-4.96528434753418,1.00261974334717,-6.21038103103638,-4.52897500991821,1.68140602111816,-6.21038103103638,-4.52897500991821,1.68140602111816,-6.21038103103638,-4.52897500991821,1.68140602111816
"128",128,27,"proposed","non-alternating",27,"shortIndefinite","Mary proposed a man an idea.","Mary proposed an idea to a man.",-6.36404943466187,-5.51241970062256,0.851629734039307,-5.74147415161133,-5.44892072677612,0.292553424835205,-7.05861711502075,-5.62276077270508,1.43585634231567,-6.35014677047729,-5.47765302658081,0.872493743896484,-6.13486528396606,-5.11535358428955,1.01951169967651,-6.32983055114746,-5.43542156219482,0.894408988952637,-5.71994733810425,-4.80688238143921,0.913064956665039,-6.15123796463013,-4.92711734771729,1.22412061691284,-6.15123796463013,-4.92711734771729,1.22412061691284,-6.15123796463013,-4.92711734771729,1.22412061691284
