"partid","item","sentence","construct","classification","IO","counter","group","Value","zscores"
"65e4f25fe5fe747f036a67db","57","Michael roared a woman who was from work an order.","DOsentence","non-alternating","longIndefinite",3,"D",74,0.457968926373301
"65e4f25fe5fe747f036a67db","9","Mary stated a woman wearing a hat an idea.","DOsentence","non-alternating","longIndefinite",3,"D",64,0.199958263627779
"65e4f25fe5fe747f036a67db","17","Maria announced a man some new results.","DOsentence","non-alternating","shortIndefinite",3,"D",39,-0.445068393236025
"65e4f25fe5fe747f036a67db","141","Alice guaranteed a spot to a man wearing a hat.","PDsentence","alternating","longIndefinite",3,"D",74,0.457968926373301
"65e4f25fe5fe747f036a67db","181","Bob slung a glance to a man.","PDsentence","alternating","shortIndefinite",3,"D",73,0.432167860098748
"65e4f25fe5fe747f036a67db","105","Juan showed a woman a picture.","DOsentence","alternating","shortIndefinite",3,"D",99,1.1029955832371
"65e4f25fe5fe747f036a67db","133","Michael quoted a sentence to a woman.","PDsentence","alternating","shortIndefinite",3,"D",74,0.457968926373301
"65e4f25fe5fe747f036a67db","49","Michael blabbed a woman some information.","DOsentence","non-alternating","shortIndefinite",3,"D",87,0.793382787942479
"65e4f25fe5fe747f036a67db","161","Mary mailed a woman from work a note.","DOsentence","alternating","longIndefinite",3,"D",98,1.07719451696255
"65e4f25fe5fe747f036a67db","177","Michael telephoned a man from work some news.","DOsentence","alternating","longIndefinite",3,"D",99,1.1029955832371
"65e4f25fe5fe747f036a67db","109","John paid a compliment to a man wearing a hat.","PDsentence","alternating","longIndefinite",3,"D",98,1.07719451696255
"65e4f25fe5fe747f036a67db","121","John pushed a woman a plate.","DOsentence","alternating","shortIndefinite",3,"D",0,-1.45130997794356
"65e4f25fe5fe747f036a67db","53","Bob articulated a rule to a woman from work.","PDsentence","non-alternating","longIndefinite",3,"D",19,-0.961089718727067
"65e4f25fe5fe747f036a67db","89","Juan bellowed a man who was from work an order.","DOsentence","non-alternating","longIndefinite",3,"D",86,0.767581721667926
"65e4f25fe5fe747f036a67db","149","Bob slammed a fastball to a woman.","PDsentence","alternating","shortIndefinite",3,"D",33,-0.599874790883337
"65e4f25fe5fe747f036a67db","69","Maria mumbled some news to a man from work.","PDsentence","non-alternating","longIndefinite",3,"D",99,1.1029955832371
"65e4f25fe5fe747f036a67db","73","Alice howled a woman from work a complaint.","DOsentence","non-alternating","longIndefinite",3,"D",98,1.07719451696255
"65e4f25fe5fe747f036a67db","21","Michael contributed some food to a woman who was from work.","PDsentence","non-alternating","longIndefinite",3,"D",22,-0.883686519903411
"65e4f25fe5fe747f036a67db","5","Alice raised a bucket to a man from work.","PDsentence","non-alternating","longIndefinite",3,"D",1,-1.42550891166901
"65e4f25fe5fe747f036a67db","169","Maria repaid a woman some money.","DOsentence","alternating","shortIndefinite",3,"D",90,0.870785986766135
"65e4f25fe5fe747f036a67db","61","Mary denounced a law to a man.","PDsentence","non-alternating","shortIndefinite",3,"D",67,0.277361462451436
"65e4f25fe5fe747f036a67db","33","Maria yelled a man some directions.","DOsentence","non-alternating","shortIndefinite",3,"D",91,0.896587053040687
"65e4f25fe5fe747f036a67db","117","Maria taught a concept to a woman.","PDsentence","alternating","shortIndefinite",3,"D",82,0.664377456569718
"65e4f25fe5fe747f036a67db","85","Linda delegated a task to a woman who was from work.","PDsentence","non-alternating","longIndefinite",3,"D",28,-0.728880122256098
"65e4f25fe5fe747f036a67db","45","Bob administered an antidote to a woman.","PDsentence","non-alternating","shortIndefinite",3,"D",99,1.1029955832371
"65e4f25fe5fe747f036a67db","137","Linda slid a woman a note.","DOsentence","alternating","shortIndefinite",3,"D",99,1.1029955832371
"65e4f25fe5fe747f036a67db","113","Linda sold a woman who was from work some coffee.","DOsentence","alternating","longIndefinite",3,"D",89,0.844984920491583
"65e4f25fe5fe747f036a67db","189","Linda bused some instruments to a team from work.","PDsentence","alternating","longIndefinite",3,"D",0,-1.45130997794356
"65e4f25fe5fe747f036a67db","157","Mary hauled a shipment to a man who was wearing a hat.","PDsentence","alternating","longIndefinite",3,"D",79,0.586974257746061
"65e4f25fe5fe747f036a67db","1","Michael said a man a word.","DOsentence","non-alternating","shortIndefinite",3,"D",0,-1.45130997794356
"65e4f25fe5fe747f036a67db","185","Michael ceded a man a case.","DOsentence","alternating","shortIndefinite",3,"D",0,-1.45130997794356
"65e4f25fe5fe747f036a67db","165","Linda flung an apple to a man.","PDsentence","alternating","shortIndefinite",3,"D",69,0.32896359500054
"65e4f25fe5fe747f036a67db","197","Bob cabled some directions to a man.","PDsentence","alternating","shortIndefinite",3,"D",33,-0.599874790883337
"611edc7240c940f33a5dd554","49","Michael blabbed a woman some information.","DOsentence","non-alternating","shortIndefinite",3,"D",37,-0.844306399385582
"611edc7240c940f33a5dd554","161","Mary mailed a woman from work a note.","DOsentence","alternating","longIndefinite",3,"D",89,1.03032779224765
"611edc7240c940f33a5dd554","117","Maria taught a concept to a woman.","PDsentence","alternating","shortIndefinite",3,"D",94,1.21058107990469
"611edc7240c940f33a5dd554","121","John pushed a woman a plate.","DOsentence","alternating","shortIndefinite",3,"D",76,0.561669244339341
"611edc7240c940f33a5dd554","197","Bob cabled some directions to a man.","PDsentence","alternating","shortIndefinite",3,"D",26,-1.24086363223107
"611edc7240c940f33a5dd554","73","Alice howled a woman from work a complaint.","DOsentence","non-alternating","longIndefinite",3,"D",21,-1.42111691988811
"611edc7240c940f33a5dd554","37","John restored some money to a woman who was wearing a hat.","PDsentence","non-alternating","longIndefinite",3,"D",42,-0.664053111728541
"611edc7240c940f33a5dd554","81","Alice hollered a woman some news.","DOsentence","non-alternating","shortIndefinite",3,"D",30,-1.09666100210544
"611edc7240c940f33a5dd554","9","Mary stated a woman wearing a hat an idea.","DOsentence","non-alternating","longIndefinite",3,"D",40,-0.736154426791357
"611edc7240c940f33a5dd554","165","Linda flung an apple to a man.","PDsentence","alternating","shortIndefinite",3,"D",83,0.814023847059199
"611edc7240c940f33a5dd554","189","Linda bused some instruments to a team from work.","PDsentence","alternating","longIndefinite",3,"D",75,0.525618586807933
"611edc7240c940f33a5dd554","93","Bob croaked a request to a woman.","PDsentence","non-alternating","shortIndefinite",3,"D",44,-0.591951796665724
"611edc7240c940f33a5dd554","101","Juan took a gift to a woman.","PDsentence","alternating","shortIndefinite",3,"D",96,1.28268239496751
"611edc7240c940f33a5dd554","61","Mary denounced a law to a man.","PDsentence","non-alternating","shortIndefinite",3,"D",45,-0.555901139134316
"611edc7240c940f33a5dd554","109","John paid a compliment to a man wearing a hat.","PDsentence","alternating","longIndefinite",3,"D",88,0.99427713471624
"611edc7240c940f33a5dd554","33","Maria yelled a man some directions.","DOsentence","non-alternating","shortIndefinite",3,"D",35,-0.916407714448398
"611edc7240c940f33a5dd554","57","Michael roared a woman who was from work an order.","DOsentence","non-alternating","longIndefinite",3,"D",33,-0.988509029511215
"611edc7240c940f33a5dd554","25","Michael repeated a man wearing a hat some words.","DOsentence","non-alternating","longIndefinite",3,"D",20,-1.45716757741952
"611edc7240c940f33a5dd554","1","Michael said a man a word.","DOsentence","non-alternating","shortIndefinite",3,"D",30,-1.09666100210544
"611edc7240c940f33a5dd554","141","Alice guaranteed a spot to a man wearing a hat.","PDsentence","alternating","longIndefinite",3,"D",59,-0.0511919336945998
"611edc7240c940f33a5dd554","85","Linda delegated a task to a woman who was from work.","PDsentence","non-alternating","longIndefinite",3,"D",91,1.10242910731047
"611edc7240c940f33a5dd554","193","Maria punted a woman who was wearing a hat a ball.","DOsentence","alternating","longIndefinite",3,"D",30,-1.09666100210544
"611edc7240c940f33a5dd554","41","John distributed a team from work some books.","DOsentence","non-alternating","longIndefinite",3,"D",21,-1.42111691988811
"611edc7240c940f33a5dd554","137","Linda slid a woman a note.","DOsentence","alternating","shortIndefinite",3,"D",95,1.2466317374361
"611edc7240c940f33a5dd554","157","Mary hauled a shipment to a man who was wearing a hat.","PDsentence","alternating","longIndefinite",3,"D",59,-0.0511919336945998
"611edc7240c940f33a5dd554","169","Maria repaid a woman some money.","DOsentence","alternating","shortIndefinite",3,"D",98,1.35478371003032
"611edc7240c940f33a5dd554","17","Maria announced a man some new results.","DOsentence","non-alternating","shortIndefinite",3,"D",36,-0.88035705691699
"611edc7240c940f33a5dd554","181","Bob slung a glance to a man.","PDsentence","alternating","shortIndefinite",3,"D",39,-0.772205084322765
"611edc7240c940f33a5dd554","65","Michael moaned a man a plea.","DOsentence","non-alternating","shortIndefinite",3,"D",35,-0.916407714448398
"611edc7240c940f33a5dd554","133","Michael quoted a sentence to a woman.","PDsentence","alternating","shortIndefinite",3,"D",75,0.525618586807933
"611edc7240c940f33a5dd554","125","Bob promised a chance to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",3,"D",62,0.056960038899625
"611edc7240c940f33a5dd554","105","Juan showed a woman a picture.","DOsentence","alternating","shortIndefinite",3,"D",93,1.17453042237328
"611edc7240c940f33a5dd554","53","Bob articulated a rule to a woman from work.","PDsentence","non-alternating","longIndefinite",3,"D",95,1.2466317374361
"611edc7240c940f33a5dd554","97","Maria remitted a man a percentage.","DOsentence","non-alternating","shortIndefinite",3,"D",42,-0.664053111728541
"611edc7240c940f33a5dd554","129","Alice granted a woman wearing a hat another chance.","DOsentence","alternating","longIndefinite",3,"D",91,1.10242910731047
"611edc7240c940f33a5dd554","45","Bob administered an antidote to a woman.","PDsentence","non-alternating","shortIndefinite",3,"D",71,0.381415956682299
"611edc7240c940f33a5dd554","113","Linda sold a woman who was from work some coffee.","DOsentence","alternating","longIndefinite",3,"D",94,1.21058107990469
"611edc7240c940f33a5dd554","153","Linda snuck a woman a cookie.","DOsentence","alternating","shortIndefinite",3,"D",97,1.31873305249891
"611edc7240c940f33a5dd554","13","Alice addressed a message to a woman.","PDsentence","non-alternating","shortIndefinite",3,"D",77,0.597719901870749
"611edc7240c940f33a5dd554","185","Michael ceded a man a case.","DOsentence","alternating","shortIndefinite",3,"D",46,-0.519850481602907
"611edc7240c940f33a5dd554","149","Bob slammed a fastball to a woman.","PDsentence","alternating","shortIndefinite",3,"D",55,-0.195394563820233
"611edc7240c940f33a5dd554","21","Michael contributed some food to a woman who was from work.","PDsentence","non-alternating","longIndefinite",3,"D",78,0.633770559402157
"611edc7240c940f33a5dd554","145","Maria pitched a woman who was from work a proposal.","DOsentence","alternating","longIndefinite",3,"D",95,1.2466317374361
"611edc7240c940f33a5dd554","173","John hurled a ball to a woman from work.","PDsentence","alternating","longIndefinite",3,"D",96,1.28268239496751
"611edc7240c940f33a5dd554","177","Michael telephoned a man from work some news.","DOsentence","alternating","longIndefinite",3,"D",97,1.31873305249891
"611edc7240c940f33a5dd554","5","Alice raised a bucket to a man from work.","PDsentence","non-alternating","longIndefinite",3,"D",59,-0.0511919336945998
"611edc7240c940f33a5dd554","69","Maria mumbled some news to a man from work.","PDsentence","non-alternating","longIndefinite",3,"D",96,1.28268239496751
"611edc7240c940f33a5dd554","29","Juan displayed a photograph to a man.","PDsentence","non-alternating","shortIndefinite",3,"D",84,0.850074504590607
"611edc7240c940f33a5dd554","77","Maria narrated a show to a man.","PDsentence","non-alternating","shortIndefinite",3,"D",96,1.28268239496751
"611edc7240c940f33a5dd554","89","Juan bellowed a man who was from work an order.","DOsentence","non-alternating","longIndefinite",3,"D",54,-0.231445221351641
"610fb9afc435c9e8b5713f67","9","Mary stated a woman wearing a hat an idea.","DOsentence","non-alternating","longIndefinite",3,"D",0,-1.2313096914213
"610fb9afc435c9e8b5713f67","181","Bob slung a glance to a man.","PDsentence","alternating","shortIndefinite",3,"D",0,-1.2313096914213
"610fb9afc435c9e8b5713f67","145","Maria pitched a woman who was from work a proposal.","DOsentence","alternating","longIndefinite",3,"D",32,-0.458874676218758
"610fb9afc435c9e8b5713f67","69","Maria mumbled some news to a man from work.","PDsentence","non-alternating","longIndefinite",3,"D",78,0.651500658134891
"610fb9afc435c9e8b5713f67","157","Mary hauled a shipment to a man who was wearing a hat.","PDsentence","alternating","longIndefinite",3,"D",52,0.0238972082828286
"610fb9afc435c9e8b5713f67","193","Maria punted a woman who was wearing a hat a ball.","DOsentence","alternating","longIndefinite",3,"D",0,-1.2313096914213
"610fb9afc435c9e8b5713f67","177","Michael telephoned a man from work some news.","DOsentence","alternating","longIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","93","Bob croaked a request to a woman.","PDsentence","non-alternating","shortIndefinite",3,"D",0,-1.2313096914213
"610fb9afc435c9e8b5713f67","109","John paid a compliment to a man wearing a hat.","PDsentence","alternating","longIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","113","Linda sold a woman who was from work some coffee.","DOsentence","alternating","longIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","61","Mary denounced a law to a man.","PDsentence","non-alternating","shortIndefinite",3,"D",8,-1.03820093762066
"610fb9afc435c9e8b5713f67","1","Michael said a man a word.","DOsentence","non-alternating","shortIndefinite",3,"D",12,-0.941646560720344
"610fb9afc435c9e8b5713f67","197","Bob cabled some directions to a man.","PDsentence","alternating","shortIndefinite",3,"D",27,-0.579567647344154
"610fb9afc435c9e8b5713f67","153","Linda snuck a woman a cookie.","DOsentence","alternating","shortIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","133","Michael quoted a sentence to a woman.","PDsentence","alternating","shortIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","129","Alice granted a woman wearing a hat another chance.","DOsentence","alternating","longIndefinite",3,"D",70,0.458391904334256
"610fb9afc435c9e8b5713f67","41","John distributed a team from work some books.","DOsentence","non-alternating","longIndefinite",3,"D",70,0.458391904334256
"610fb9afc435c9e8b5713f67","57","Michael roared a woman who was from work an order.","DOsentence","non-alternating","longIndefinite",3,"D",54,0.0721743967329872
"610fb9afc435c9e8b5713f67","185","Michael ceded a man a case.","DOsentence","alternating","shortIndefinite",3,"D",16,-0.845092183820027
"610fb9afc435c9e8b5713f67","89","Juan bellowed a man who was from work an order.","DOsentence","non-alternating","longIndefinite",3,"D",43,-0.193350139742885
"610fb9afc435c9e8b5713f67","141","Alice guaranteed a spot to a man wearing a hat.","PDsentence","alternating","longIndefinite",3,"D",44,-0.169211545517806
"610fb9afc435c9e8b5713f67","73","Alice howled a woman from work a complaint.","DOsentence","non-alternating","longIndefinite",3,"D",81,0.723916440810129
"610fb9afc435c9e8b5713f67","53","Bob articulated a rule to a woman from work.","PDsentence","non-alternating","longIndefinite",3,"D",79,0.67563925235997
"610fb9afc435c9e8b5713f67","173","John hurled a ball to a woman from work.","PDsentence","alternating","longIndefinite",3,"D",71,0.482530498559335
"610fb9afc435c9e8b5713f67","85","Linda delegated a task to a woman who was from work.","PDsentence","non-alternating","longIndefinite",3,"D",95,1.06185675996124
"610fb9afc435c9e8b5713f67","65","Michael moaned a man a plea.","DOsentence","non-alternating","shortIndefinite",3,"D",45,-0.145072951292727
"610fb9afc435c9e8b5713f67","125","Bob promised a chance to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","149","Bob slammed a fastball to a woman.","PDsentence","alternating","shortIndefinite",3,"D",53,0.0480358025079079
"610fb9afc435c9e8b5713f67","13","Alice addressed a message to a woman.","PDsentence","non-alternating","shortIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","21","Michael contributed some food to a woman who was from work.","PDsentence","non-alternating","longIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","5","Alice raised a bucket to a man from work.","PDsentence","non-alternating","longIndefinite",3,"D",0,-1.2313096914213
"610fb9afc435c9e8b5713f67","29","Juan displayed a photograph to a man.","PDsentence","non-alternating","shortIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","105","Juan showed a woman a picture.","DOsentence","alternating","shortIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","189","Linda bused some instruments to a team from work.","PDsentence","alternating","longIndefinite",3,"D",0,-1.2313096914213
"610fb9afc435c9e8b5713f67","81","Alice hollered a woman some news.","DOsentence","non-alternating","shortIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","117","Maria taught a concept to a woman.","PDsentence","alternating","shortIndefinite",3,"D",97,1.1101339484114
"610fb9afc435c9e8b5713f67","25","Michael repeated a man wearing a hat some words.","DOsentence","non-alternating","longIndefinite",3,"D",0,-1.2313096914213
"610fb9afc435c9e8b5713f67","121","John pushed a woman a plate.","DOsentence","alternating","shortIndefinite",3,"D",96,1.08599535418632
"610fb9afc435c9e8b5713f67","97","Maria remitted a man a percentage.","DOsentence","non-alternating","shortIndefinite",3,"D",0,-1.2313096914213
"610fb9afc435c9e8b5713f67","165","Linda flung an apple to a man.","PDsentence","alternating","shortIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","17","Maria announced a man some new results.","DOsentence","non-alternating","shortIndefinite",3,"D",16,-0.845092183820027
"610fb9afc435c9e8b5713f67","33","Maria yelled a man some directions.","DOsentence","non-alternating","shortIndefinite",3,"D",40,-0.265765922418123
"610fb9afc435c9e8b5713f67","37","John restored some money to a woman who was wearing a hat.","PDsentence","non-alternating","longIndefinite",3,"D",43,-0.193350139742885
"610fb9afc435c9e8b5713f67","161","Mary mailed a woman from work a note.","DOsentence","alternating","longIndefinite",3,"D",95,1.06185675996124
"610fb9afc435c9e8b5713f67","45","Bob administered an antidote to a woman.","PDsentence","non-alternating","shortIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","77","Maria narrated a show to a man.","PDsentence","non-alternating","shortIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","49","Michael blabbed a woman some information.","DOsentence","non-alternating","shortIndefinite",3,"D",90,0.941163788835842
"610fb9afc435c9e8b5713f67","137","Linda slid a woman a note.","DOsentence","alternating","shortIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","169","Maria repaid a woman some money.","DOsentence","alternating","shortIndefinite",3,"D",99,1.15841113686156
"610fb9afc435c9e8b5713f67","101","Juan took a gift to a woman.","PDsentence","alternating","shortIndefinite",3,"D",93,1.01357957151108
"60ff26e2e30862fdb8531934","131","John slipped a pill to a woman.","PDsentence","alternating","shortIndefinite",4,"E",99,1.14129341695175
"60ff26e2e30862fdb8531934","147","Michael shipped a box to a man.","PDsentence","alternating","shortIndefinite",4,"E",99,1.14129341695175
"60ff26e2e30862fdb8531934","7","Alice described a woman a headline.","DOsentence","non-alternating","shortIndefinite",4,"E",27,-0.610051979905155
"60ff26e2e30862fdb8531934","83","Bob squealed an answer to a woman from work.","PDsentence","non-alternating","longIndefinite",4,"E",93,0.995347967213674
"60ff26e2e30862fdb8531934","159","John willed a man a painting.","DOsentence","alternating","shortIndefinite",4,"E",99,1.14129341695175
"60ff26e2e30862fdb8531934","111","Alice offered a woman a payment.","DOsentence","alternating","shortIndefinite",4,"E",99,1.14129341695175
"60ff26e2e30862fdb8531934","139","Mary assigned a desk to a woman who was from work.","PDsentence","alternating","longIndefinite",4,"E",99,1.14129341695175
"60ff26e2e30862fdb8531934","51","Maria surrendered some guns to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",4,"E",41,-0.269512597182979
"60ff26e2e30862fdb8531934","35","Linda communicated a point to a woman from work.","PDsentence","non-alternating","longIndefinite",4,"E",98,1.11696917532874
"60ff26e2e30862fdb8531934","195","Linda bequeathed a portrait to a man.","PDsentence","alternating","shortIndefinite",4,"E",27,-0.610051979905155
"60ff26e2e30862fdb8531934","155","Linda shoved a letter to a man who was from work.","PDsentence","alternating","longIndefinite",4,"E",37,-0.366809563675029
"60ff26e2e30862fdb8531934","23","Maria recommended a woman a band.","DOsentence","non-alternating","shortIndefinite",4,"E",83,0.752105550983548
"60ff26e2e30862fdb8531934","59","Michael recounted some information to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",96,1.06832069208271
"60ff26e2e30862fdb8531934","11","Alice presented a painting to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",94,1.01967220883669
"60ff26e2e30862fdb8531934","183","Linda loaned a man from work some equipment.","DOsentence","alternating","longIndefinite",4,"E",92,0.971023725590661
"60ff26e2e30862fdb8531934","119","Juan threw a woman wearing a hat a soda.","DOsentence","alternating","longIndefinite",4,"E",81,0.703457067737523
"60ff26e2e30862fdb8531934","103","Michael gave a man wearing a hat a message.","DOsentence","alternating","longIndefinite",4,"E",86,0.825078275852586
"60ff26e2e30862fdb8531934","87","Maria screeched a man a thought.","DOsentence","non-alternating","shortIndefinite",4,"E",10,-1.02356408749637
"60ff26e2e30862fdb8531934","99","John warbled a greeting to a man from work.","PDsentence","non-alternating","longIndefinite",4,"E",15,-0.901942879381305
"60ff26e2e30862fdb8531934","31","Maria shouted a woman wearing a hat a name.","DOsentence","non-alternating","longIndefinite",4,"E",15,-0.901942879381305
"60ff26e2e30862fdb8531934","67","Alice dispatched some meals to a team from work.","PDsentence","non-alternating","longIndefinite",4,"E",76,0.58183585962246
"60ff26e2e30862fdb8531934","39","Michael snapped a man a comment.","DOsentence","non-alternating","shortIndefinite",4,"E",8,-1.07221257074239
"60ff26e2e30862fdb8531934","95","Bob stammered a woman wearing a hat a thought.","DOsentence","non-alternating","longIndefinite",4,"E",8,-1.07221257074239
"60ff26e2e30862fdb8531934","191","Maria carted a team some books.","DOsentence","alternating","shortIndefinite",4,"E",11,-0.999239845873356
"60ff26e2e30862fdb8531934","179","Mary heaved a ball to a man.","PDsentence","alternating","shortIndefinite",4,"E",98,1.11696917532874
"60ff26e2e30862fdb8531934","19","Juan expressed a thought to a man who was wearing a hat.","PDsentence","non-alternating","longIndefinite",4,"E",97,1.09264493370572
"60ff26e2e30862fdb8531934","15","Alice admitted a man who was wearing a hat a slip-up.","DOsentence","non-alternating","longIndefinite",4,"E",17,-0.85329439613528
"60ff26e2e30862fdb8531934","151","Alice signaled a woman from work a formation.","DOsentence","alternating","longIndefinite",4,"E",13,-0.95059136262733
"60ff26e2e30862fdb8531934","123","Linda flew some weapons to a team from work.","PDsentence","alternating","longIndefinite",4,"E",30,-0.537079255036117
"60ff26e2e30862fdb8531934","63","Alice murmured a woman from work a comment.","DOsentence","non-alternating","longIndefinite",4,"E",85,0.800754034229573
"60ff26e2e30862fdb8531934","27","Mary proposed an idea to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",98,1.11696917532874
"60ff26e2e30862fdb8531934","187","Mary lugged some groceries to a woman from work.","PDsentence","alternating","longIndefinite",4,"E",78,0.630484342868485
"60ff26e2e30862fdb8531934","135","Linda owed a woman wearing a hat a job.","DOsentence","alternating","longIndefinite",4,"E",0,-1.26680650372649
"60ff26e2e30862fdb8531934","71","John furnished a team some forms.","DOsentence","non-alternating","shortIndefinite",4,"E",8,-1.07221257074239
"60ff26e2e30862fdb8531934","55","Alice groaned a man a reply.","DOsentence","non-alternating","shortIndefinite",4,"E",8,-1.07221257074239
"60ff26e2e30862fdb8531934","175","John faxed a woman a form.","DOsentence","alternating","shortIndefinite",4,"E",99,1.14129341695175
"60ff26e2e30862fdb8531934","75","Juan grumbled a name to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",98,1.11696917532874
"60ff26e2e30862fdb8531934","47","Juan conveyed a man from work a thought.","DOsentence","non-alternating","longIndefinite",4,"E",83,0.752105550983548
"60ff26e2e30862fdb8531934","171","Alice wheeled some fruit to a man wearing a hat.","PDsentence","alternating","longIndefinite",4,"E",78,0.630484342868485
"60ff26e2e30862fdb8531934","115","Bob hit a curveball to a woman.","PDsentence","alternating","shortIndefinite",4,"E",97,1.09264493370572
"60ff26e2e30862fdb8531934","91","John cackled some noises to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",9,-1.04788832911938
"60ff26e2e30862fdb8531934","127","Michael kicked a woman a football.","DOsentence","alternating","shortIndefinite",4,"E",2,-1.21815802048047
"60ff26e2e30862fdb8531934","167","Alice chucked a woman who was wearing a hat a bag.","DOsentence","alternating","longIndefinite",4,"E",2,-1.21815802048047
"60ff26e2e30862fdb8531934","43","Bob donated a painting to a team.","PDsentence","non-alternating","shortIndefinite",4,"E",99,1.14129341695175
"60ff26e2e30862fdb8531934","107","Maria brought a blanket to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",4,"E",31,-0.512755013413104
"60ff26e2e30862fdb8531934","79","Alice grunted a man who was from work a name.","DOsentence","non-alternating","longIndefinite",4,"E",7,-1.09653681236541
"60ff26e2e30862fdb8531934","3","Michael reported some numbers to a man who was from work.","PDsentence","non-alternating","longIndefinite",4,"E",90,0.922375242344636
"60ff26e2e30862fdb8531934","199","Michael catapulted a man who was wearing a hat a container.","DOsentence","alternating","longIndefinite",4,"E",16,-0.877618637758293
"60ff26e2e30862fdb8531934","163","Maria phoned a request to a woman.","PDsentence","alternating","shortIndefinite",4,"E",95,1.0439964504597
"60ff26e2e30862fdb8531934","143","Michael floated a woman a bottle.","DOsentence","alternating","shortIndefinite",4,"E",6,-1.12086105398842
"600150a39d652729f84daf83","67","Alice dispatched some meals to a team from work.","PDsentence","non-alternating","longIndefinite",4,"E",80,0.6850179042231
"600150a39d652729f84daf83","107","Maria brought a blanket to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",4,"E",93,1.07270761928189
"600150a39d652729f84daf83","111","Alice offered a woman a payment.","DOsentence","alternating","shortIndefinite",4,"E",96,1.16217447660314
"600150a39d652729f84daf83","87","Maria screeched a man a thought.","DOsentence","non-alternating","shortIndefinite",4,"E",4,-1.58147581458211
"600150a39d652729f84daf83","155","Linda shoved a letter to a man who was from work.","PDsentence","alternating","longIndefinite",4,"E",1,-1.67094267190337
"600150a39d652729f84daf83","31","Maria shouted a woman wearing a hat a name.","DOsentence","non-alternating","longIndefinite",4,"E",26,-0.925385527559547
"600150a39d652729f84daf83","135","Linda owed a woman wearing a hat a job.","DOsentence","alternating","longIndefinite",4,"E",70,0.386795046485573
"600150a39d652729f84daf83","151","Alice signaled a woman from work a formation.","DOsentence","alternating","longIndefinite",4,"E",21,-1.07449695642831
"600150a39d652729f84daf83","55","Alice groaned a man a reply.","DOsentence","non-alternating","shortIndefinite",4,"E",67,0.297328189164315
"600150a39d652729f84daf83","163","Maria phoned a request to a woman.","PDsentence","alternating","shortIndefinite",4,"E",81,0.714840189996853
"600150a39d652729f84daf83","59","Michael recounted some information to a man.","PDsentence","non-alternating","shortIndefinite",4,"E",82,0.744662475770606
"600150a39d652729f84daf83","3","Michael reported some numbers to a man who was from work.","PDsentence","non-alternating","longIndefinite",4,"E",82,0.744662475770606
"600150a39d652729f84daf83","79","Alice grunted a man who was from work a name.","DOsentence","non-alternating","longIndefinite",4,"E",29,-0.835918670238289
"600150a39d652729f84daf83","179","Mary heaved a ball to a man.","PDsentence","alternating","shortIndefinite",4,"E",80,0.6850179042231
"600150a39d652729f84daf83","115","Bob hit a curveball to a woman.","PDsentence","alternating","shortIndefinite",4,"E",99,1.2516413339244
"600150a39d652729f84daf83","43","Bob donated a painting to a team.","PDsentence","non-alternating","shortIndefinite",4,"E",99,1.2516413339244
"600150a39d652729f84daf83","139","Mary assigned a desk to a woman who was from work.","PDsentence","alternating","longIndefinite",4,"E",94,1.10252990505564
"600150a39d652729f84daf83","103","Michael gave a man wearing a hat a message.","DOsentence","alternating","longIndefinite",4,"E",0,-1.70076495767712
"600150a39d652729f84daf83","183","Linda loaned a man from work some equipment.","DOsentence","alternating","longIndefinite",4,"E",90,0.983240761960628
"600150a39d652729f84daf83","7","Alice described a woman a headline.","DOsentence","non-alternating","shortIndefinite",4,"E",58,0.0289276172005401
"600150a39d652729f84daf83","159","John willed a man a painting.","DOsentence","alternating","shortIndefinite",4,"E",95,1.13235219082939
